Airline,Origin,Destination,Date,Departure Time,Arrival Time,Cabin Class,Flight Duration (hrs),Price (USD)
Air Canada,FRA,MUC,2024-09-15,06:57,06:13,First,4.13,1822.18
American Airlines,SFO,JFK,2024-09-17,07:44,15:08,Economy,11.14,1738.1
Delta,ORD,YVR,2024-09-17,23:21,08:21,Economy,10.34,363.12
Delta,DFW,JFK,2024-09-17,01:19,04:27,First,1.63,5871.46
American Airlines,DFW,ATL,2024-09-13,15:49,23:13,First,6.05,5078.91
American Airlines,JFK,YYZ,2024-09-12,15:32,18:04,First,6.42,1010.7
Delta,ATL,MUC,2024-09-15,02:56,02:27,Business,8.42,3516.62
Lufthansa,FRA,MUC,2024-09-15,04:02,18:38,Business,8.68,1866.77
American Airlines,ORD,JFK,2024-09-17,01:02,02:19,Business,9.94,3062.29
United,MUC,ORD,2024-09-15,07:29,13:28,Business,6.73,783.79
Lufthansa,FRA,ORD,2024-09-12,12:24,02:20,First,9.43,3844.85
American Airlines,ATL,MUC,2024-09-14,11:26,11:11,First,3.96,4054.52
United,ORD,YYZ,2024-09-15,22:00,16:11,Economy,5.38,280.37
Air Canada,ATL,LAX,2024-09-12,15:19,23:44,First,4.42,679.31
American Airlines,FRA,YVR,2024-09-13,12:09,12:25,First,6.71,4857.24
Lufthansa,YYZ,ORD,2024-09-18,18:13,16:35,Business,11.1,3756.87
United,ATL,FRA,2024-09-18,01:36,12:53,First,9.0,4432.04
United,DFW,MUC,2024-09-16,23:15,20:08,Business,1.92,3099.76
United,ORD,SFO,2024-09-17,00:51,14:43,Economy,3.0,1007.98
Delta,YYZ,MUC,2024-09-18,20:14,16:22,Business,11.72,3892.59
United,ORD,YYZ,2024-09-12,09:40,10:05,Economy,4.71,1502.07
American Airlines,YYZ,DFW,2024-09-12,20:40,23:47,Economy,3.44,1661.97
Air Canada,YVR,YYZ,2024-09-14,11:47,12:28,First,6.85,1728.03
Air Canada,ORD,ATL,2024-09-12,15:08,19:20,First,1.31,4633.4
American Airlines,YVR,LAX,2024-09-15,20:34,13:03,Business,1.22,3209.64
Lufthansa,ORD,JFK,2024-09-16,00:23,18:16,First,7.39,2897.02
American Airlines,DFW,LAX,2024-09-12,14:31,10:40,Economy,3.64,481.3
Delta,SFO,YVR,2024-09-16,04:49,15:29,Economy,6.9,821.8
Air Canada,JFK,LAX,2024-09-15,17:02,02:33,Business,7.51,734.03
Delta,YYZ,MUC,2024-09-14,05:49,11:49,First,10.9,2722.51
American Airlines,ORD,MUC,2024-09-16,01:40,09:34,Economy,2.64,656.81
Delta,LAX,ATL,2024-09-17,12:53,02:39,First,1.26,5947.6
United,SFO,ATL,2024-09-13,18:57,08:31,Business,9.23,3615.12
Lufthansa,ATL,ORD,2024-09-12,17:23,10:13,Economy,7.09,807.27
Air Canada,SFO,LAX,2024-09-17,22:38,05:43,Business,7.99,3495.83
Air Canada,YVR,LAX,2024-09-18,05:56,14:39,Business,4.53,1709.96
United,FRA,YVR,2024-09-14,18:45,15:15,First,11.19,2334.33
United,DFW,FRA,2024-09-18,08:33,04:38,First,5.44,5116.33
Lufthansa,YVR,LAX,2024-09-18,06:10,15:47,Business,5.86,293.25
American Airlines,SFO,DFW,2024-09-18,01:00,10:43,Business,5.34,3591.52
American Airlines,DFW,YYZ,2024-09-15,20:05,17:59,First,1.56,4802.16
Lufthansa,JFK,YVR,2024-09-18,08:49,13:38,Economy,2.81,2040.69
United,LAX,ATL,2024-09-14,01:13,05:40,First,7.81,5389.78
United,YVR,JFK,2024-09-14,04:47,23:37,Economy,7.49,1799.23
Lufthansa,YVR,FRA,2024-09-17,21:48,08:50,First,10.92,3471.02
American Airlines,MUC,YYZ,2024-09-15,18:43,11:48,Economy,3.59,207.21
Air Canada,JFK,FRA,2024-09-15,17:59,03:43,First,4.21,1762.56
United,FRA,SFO,2024-09-13,07:43,21:23,Business,9.63,665.73
Air Canada,LAX,YVR,2024-09-17,22:54,11:54,First,10.32,2135.26
Air Canada,DFW,LAX,2024-09-12,07:05,17:12,Business,11.51,3577.63
Delta,SFO,MUC,2024-09-18,05:30,11:38,First,1.0,3194.37
United,ATL,MUC,2024-09-16,06:14,22:33,First,10.0,3158.89
Air Canada,ORD,YVR,2024-09-16,06:28,11:37,Business,2.03,3574.78
United,JFK,YYZ,2024-09-18,18:36,14:45,Business,4.03,3699.66
American Airlines,SFO,YVR,2024-09-15,11:02,20:12,First,9.44,1699.9
Lufthansa,MUC,LAX,2024-09-16,16:38,20:44,First,11.26,2026.18
United,SFO,LAX,2024-09-17,03:49,13:21,First,10.08,3879.71
American Airlines,ATL,MUC,2024-09-16,10:18,13:18,First,11.54,1951.49
Delta,DFW,LAX,2024-09-13,08:18,19:10,Economy,10.61,757.32
United,MUC,SFO,2024-09-15,02:55,02:12,Economy,3.09,1264.62
Lufthansa,DFW,MUC,2024-09-14,00:17,06:21,Business,6.13,1030.19
Lufthansa,SFO,YYZ,2024-09-13,11:18,02:59,First,7.04,5463.96
American Airlines,FRA,DFW,2024-09-16,19:07,15:12,Economy,6.63,189.86
Lufthansa,LAX,SFO,2024-09-13,10:48,12:31,Business,11.7,2364.0
Delta,LAX,ORD,2024-09-18,12:52,16:08,Business,10.14,384.33
Air Canada,YVR,ATL,2024-09-13,20:51,06:08,Business,2.13,3895.77
Lufthansa,DFW,YYZ,2024-09-14,07:22,13:43,Economy,11.45,1746.85
Air Canada,SFO,YYZ,2024-09-18,11:30,22:46,Business,10.82,2863.76
Lufthansa,JFK,FRA,2024-09-16,01:45,14:47,First,6.84,5666.36
Air Canada,DFW,JFK,2024-09-13,21:02,00:57,Economy,8.46,993.75
United,FRA,YVR,2024-09-12,09:02,03:34,Business,11.52,2113.62
Lufthansa,YVR,ORD,2024-09-12,15:40,17:35,First,1.61,6317.97
Air Canada,ORD,ATL,2024-09-14,11:34,06:19,First,3.51,3326.77
Lufthansa,YVR,ATL,2024-09-14,07:55,20:28,Economy,7.74,2162.12
Lufthansa,FRA,LAX,2024-09-13,17:59,20:02,First,4.78,2431.1
American Airlines,ATL,MUC,2024-09-18,19:44,10:01,First,6.73,4530.81
Delta,MUC,YVR,2024-09-12,02:10,21:07,Economy,7.6,1927.52
Lufthansa,ORD,MUC,2024-09-12,01:42,08:28,Economy,3.32,1423.2
Delta,LAX,ATL,2024-09-17,03:01,19:32,Economy,11.5,2164.73
Air Canada,DFW,YYZ,2024-09-14,14:35,20:20,Economy,8.75,1167.4
United,ORD,MUC,2024-09-15,22:10,22:49,First,8.35,397.88
American Airlines,JFK,ORD,2024-09-15,08:45,15:36,Economy,5.77,1822.88
Lufthansa,YVR,SFO,2024-09-16,13:12,12:40,Business,2.88,4279.22
Lufthansa,ATL,DFW,2024-09-15,10:00,22:02,Business,4.61,1603.66
Air Canada,ORD,ATL,2024-09-17,04:35,15:33,First,9.12,5468.4
Lufthansa,YYZ,MUC,2024-09-12,15:30,10:29,Business,7.63,1884.44
United,ATL,YVR,2024-09-16,10:50,20:07,First,5.21,3632.87
American Airlines,YYZ,JFK,2024-09-18,17:41,19:53,Economy,6.56,751.73
Air Canada,FRA,ORD,2024-09-12,07:52,15:23,Economy,9.96,1466.96
United,DFW,LAX,2024-09-18,00:26,21:17,Economy,4.37,1056.17
Lufthansa,ORD,LAX,2024-09-15,19:36,18:40,Business,7.14,3246.2
American Airlines,MUC,ATL,2024-09-18,13:12,05:40,First,8.4,1313.65
American Airlines,DFW,YYZ,2024-09-14,13:41,07:07,Economy,10.57,808.06
United,MUC,JFK,2024-09-12,06:42,05:28,Business,11.44,1551.53
United,YVR,FRA,2024-09-16,06:44,17:50,First,3.58,1908.85
Lufthansa,JFK,YYZ,2024-09-13,22:35,02:07,Economy,7.68,1786.54
Delta,YYZ,FRA,2024-09-17,09:27,23:02,Business,1.85,2375.23
Delta,LAX,MUC,2024-09-16,21:52,20:34,Business,3.97,781.12
Lufthansa,SFO,JFK,2024-09-15,21:34,06:46,Economy,6.57,1734.43
Lufthansa,YVR,JFK,2024-09-14,14:35,23:19,First,7.09,3968.03
United,SFO,MUC,2024-09-18,19:46,00:02,First,9.37,3261.05
Lufthansa,FRA,MUC,2024-09-12,19:01,08:44,Economy,3.42,811.41
Delta,FRA,YYZ,2024-09-13,18:03,12:05,First,8.02,2711.62
United,DFW,JFK,2024-09-15,19:52,00:28,First,5.02,1255.07
Air Canada,ORD,SFO,2024-09-18,05:43,18:00,Economy,5.51,1894.78
Air Canada,MUC,JFK,2024-09-18,12:07,14:45,Business,10.47,887.92
American Airlines,JFK,YYZ,2024-09-12,02:05,17:20,Economy,6.22,492.01
Air Canada,ATL,SFO,2024-09-15,09:19,02:13,First,4.66,3334.52
American Airlines,YYZ,DFW,2024-09-14,10:20,20:01,Business,5.56,1217.65
United,SFO,FRA,2024-09-15,02:57,10:49,Business,7.11,2911.6
Lufthansa,MUC,ORD,2024-09-16,20:00,10:04,Economy,7.09,1152.57
Delta,YVR,LAX,2024-09-13,07:05,21:58,Business,11.2,1387.71
Delta,JFK,YVR,2024-09-17,15:53,05:32,Economy,9.4,1315.69
American Airlines,MUC,JFK,2024-09-18,18:02,09:04,Business,11.39,1479.91
American Airlines,ORD,YVR,2024-09-17,02:22,20:13,First,3.74,1560.82
American Airlines,SFO,FRA,2024-09-17,19:29,06:58,Business,10.27,3366.13
American Airlines,ATL,ORD,2024-09-13,14:49,22:54,Business,5.25,3933.39
Delta,JFK,MUC,2024-09-14,00:50,01:50,Economy,11.94,170.42
United,LAX,ORD,2024-09-17,12:39,07:25,Economy,5.57,1480.67
Delta,FRA,ATL,2024-09-17,06:49,18:05,Economy,11.15,2074.6
United,YYZ,DFW,2024-09-12,01:49,07:10,Business,6.8,812.45
Delta,ORD,MUC,2024-09-15,11:12,04:37,Economy,4.65,1143.49
United,ORD,SFO,2024-09-15,10:53,01:47,Economy,2.67,128.78
Delta,YYZ,ATL,2024-09-16,00:26,00:37,Economy,8.03,1181.72
Delta,SFO,MUC,2024-09-13,04:22,19:51,Economy,8.93,1127.92
United,JFK,ATL,2024-09-18,15:17,19:15,Economy,6.52,1954.8
Air Canada,ORD,FRA,2024-09-15,14:56,07:34,First,9.2,1364.94
Lufthansa,ORD,MUC,2024-09-15,02:02,01:29,Business,1.32,3512.79
American Airlines,SFO,LAX,2024-09-13,23:37,07:35,Business,3.06,2668.78
Delta,LAX,ATL,2024-09-17,01:30,01:59,Business,2.69,2348.58
Lufthansa,JFK,SFO,2024-09-14,14:53,11:03,Business,1.63,457.0
Air Canada,FRA,LAX,2024-09-13,02:15,21:39,Economy,7.51,223.36
United,LAX,JFK,2024-09-14,21:57,00:16,First,9.59,2870.27
Delta,ORD,LAX,2024-09-12,06:19,00:29,First,3.17,6417.23
Lufthansa,ATL,YYZ,2024-09-14,08:15,03:52,Business,4.1,1330.42
Delta,JFK,ORD,2024-09-13,06:33,15:01,Economy,7.44,911.47
United,MUC,ORD,2024-09-12,14:39,00:32,First,7.13,565.15
American Airlines,ORD,MUC,2024-09-15,08:17,12:03,First,7.12,1194.54
Air Canada,LAX,MUC,2024-09-14,00:06,12:52,Business,10.56,2077.22
United,LAX,YYZ,2024-09-17,23:40,12:00,Business,4.16,2037.99
Air Canada,YVR,MUC,2024-09-16,14:46,20:53,Economy,1.12,252.48
Air Canada,SFO,JFK,2024-09-12,15:40,01:45,Economy,6.14,1674.49
Lufthansa,SFO,ORD,2024-09-12,10:00,14:28,First,2.11,704.86
Delta,FRA,MUC,2024-09-17,03:17,00:45,Business,4.99,2243.71
Air Canada,LAX,ORD,2024-09-14,00:58,09:53,Business,11.53,2636.35
Lufthansa,MUC,SFO,2024-09-13,15:36,02:02,Economy,9.25,637.21
American Airlines,SFO,YVR,2024-09-14,20:27,20:43,Business,10.62,2498.88
Air Canada,DFW,YVR,2024-09-16,02:01,07:12,First,4.4,1857.06
American Airlines,FRA,YVR,2024-09-14,08:12,22:49,Business,3.62,1291.21
American Airlines,FRA,YYZ,2024-09-18,01:55,14:23,First,6.79,5038.47
Air Canada,LAX,ATL,2024-09-14,19:40,22:24,Business,4.68,3156.89
United,FRA,LAX,2024-09-12,01:44,16:33,Economy,7.86,660.7
American Airlines,JFK,LAX,2024-09-16,01:21,00:16,Business,3.17,3392.09
Lufthansa,MUC,ATL,2024-09-14,20:09,03:33,First,6.1,6132.46
Air Canada,YVR,JFK,2024-09-17,21:57,19:20,Economy,4.79,1546.8
Air Canada,ATL,SFO,2024-09-17,11:24,23:17,Economy,4.35,116.52
Lufthansa,ATL,SFO,2024-09-16,07:55,03:04,Economy,8.75,1089.58
United,YYZ,ORD,2024-09-17,18:01,21:28,Economy,3.12,996.51
Delta,LAX,ATL,2024-09-15,20:58,08:18,First,11.51,482.91
Air Canada,JFK,LAX,2024-09-17,17:20,02:46,Economy,10.09,155.69
American Airlines,YYZ,LAX,2024-09-13,16:23,00:10,First,1.49,5820.32
American Airlines,SFO,YYZ,2024-09-15,04:12,18:05,Economy,2.59,932.79
Lufthansa,SFO,MUC,2024-09-12,05:57,06:30,Economy,7.18,680.99
United,LAX,MUC,2024-09-13,09:48,19:41,Business,11.68,2714.85
Lufthansa,FRA,JFK,2024-09-17,20:47,18:27,Economy,9.17,782.19
Lufthansa,LAX,YVR,2024-09-17,08:01,05:26,Business,1.24,313.89
American Airlines,YYZ,MUC,2024-09-13,17:56,08:31,Economy,9.64,1990.4
American Airlines,ATL,LAX,2024-09-15,10:35,19:33,Business,9.62,2103.33
Delta,YVR,ORD,2024-09-13,08:50,05:54,Economy,10.25,1183.46
Delta,SFO,JFK,2024-09-15,17:02,03:24,Economy,7.26,1070.62
United,LAX,YYZ,2024-09-18,06:04,06:16,First,6.44,3265.55
Delta,SFO,YYZ,2024-09-13,06:05,02:46,First,3.85,1697.47
Delta,FRA,DFW,2024-09-14,11:44,18:02,Economy,4.94,583.9
American Airlines,MUC,SFO,2024-09-17,15:02,15:55,Economy,4.47,1356.38
American Airlines,DFW,MUC,2024-09-16,09:18,02:50,Business,1.14,540.62
Delta,YYZ,LAX,2024-09-12,12:43,08:04,First,8.32,5929.87
American Airlines,YVR,YYZ,2024-09-13,23:26,15:53,First,1.63,4174.83
Air Canada,DFW,LAX,2024-09-17,13:01,17:13,First,10.96,4982.51
Delta,FRA,MUC,2024-09-16,10:36,09:35,Business,5.79,2722.27
Air Canada,DFW,ORD,2024-09-18,07:24,16:55,Economy,4.67,1751.42
Lufthansa,ATL,ORD,2024-09-16,11:00,04:31,First,7.2,5005.17
Air Canada,ORD,JFK,2024-09-12,14:59,07:03,Economy,6.4,517.15
Air Canada,ORD,MUC,2024-09-14,09:41,22:44,First,5.61,2516.31
Lufthansa,JFK,SFO,2024-09-17,08:52,01:27,First,3.64,6509.75
Lufthansa,YYZ,FRA,2024-09-17,12:53,06:28,Business,4.69,3406.31
American Airlines,MUC,DFW,2024-09-15,17:19,11:16,First,2.52,5763.68
American Airlines,ATL,DFW,2024-09-14,20:38,05:58,First,7.94,1930.3
Air Canada,LAX,MUC,2024-09-14,13:02,17:43,Economy,7.13,1283.8
American Airlines,MUC,YVR,2024-09-17,06:35,21:11,First,11.27,823.69
Lufthansa,FRA,ATL,2024-09-13,07:22,16:47,First,4.16,904.13
Air Canada,SFO,FRA,2024-09-15,09:48,08:58,Business,3.61,1857.55
Delta,FRA,MUC,2024-09-14,20:14,22:23,First,4.95,1435.14
Delta,JFK,ATL,2024-09-14,14:51,13:12,First,10.0,4404.05
Delta,YVR,FRA,2024-09-16,11:07,16:18,First,2.93,5300.17
Lufthansa,YYZ,FRA,2024-09-13,11:26,09:37,First,8.79,4218.04
Air Canada,MUC,JFK,2024-09-12,12:48,17:51,First,5.74,2372.22
Delta,YYZ,ORD,2024-09-14,01:38,16:25,First,8.94,6397.58
Lufthansa,LAX,DFW,2024-09-16,17:43,19:09,First,1.88,4619.66
United,SFO,ATL,2024-09-13,13:47,00:05,First,8.51,3429.85
Delta,JFK,YYZ,2024-09-18,07:05,15:44,First,1.51,5286.75
Delta,ORD,JFK,2024-09-14,14:45,15:10,Economy,8.06,1675.95
United,ORD,LAX,2024-09-15,00:39,02:14,Business,4.81,2493.8
Air Canada,FRA,DFW,2024-09-18,06:19,07:31,Economy,9.62,133.77
Delta,DFW,FRA,2024-09-16,02:28,00:51,First,10.84,6136.82
Lufthansa,FRA,YVR,2024-09-17,22:40,21:08,First,8.02,4339.46
Lufthansa,YYZ,ATL,2024-09-12,04:00,05:25,First,8.66,3135.3
American Airlines,ATL,YVR,2024-09-14,10:39,09:44,First,7.49,755.41
American Airlines,MUC,ORD,2024-09-13,02:18,07:21,Business,2.15,977.42
Delta,YVR,LAX,2024-09-13,23:36,20:54,First,7.5,448.29
United,JFK,YYZ,2024-09-14,23:41,01:39,First,9.93,4280.26
Air Canada,ORD,YYZ,2024-09-18,21:31,15:47,Business,1.66,826.37
Air Canada,MUC,YVR,2024-09-12,14:36,21:06,Economy,3.81,1609.68
Air Canada,DFW,FRA,2024-09-15,06:17,21:50,Economy,8.74,758.91
Lufthansa,FRA,ATL,2024-09-13,17:36,09:54,First,7.06,2685.05
Delta,SFO,YYZ,2024-09-15,13:30,01:19,First,4.15,2360.77
Lufthansa,ORD,JFK,2024-09-17,18:28,09:11,Business,10.37,248.42
American Airlines,JFK,MUC,2024-09-15,22:24,06:29,First,1.41,2436.91
United,SFO,LAX,2024-09-17,08:44,18:00,First,10.01,5415.4
Lufthansa,ORD,YVR,2024-09-13,16:25,15:44,First,11.16,452.42
Lufthansa,MUC,ATL,2024-09-18,14:10,19:42,Business,8.55,633.67
Delta,LAX,YVR,2024-09-13,05:32,13:48,First,3.67,2014.05
United,YVR,DFW,2024-09-13,11:30,16:27,First,4.54,2464.54
Air Canada,YYZ,DFW,2024-09-12,22:44,19:37,Economy,2.75,1494.01
Lufthansa,SFO,YVR,2024-09-14,00:26,03:50,Business,10.58,3273.94
Air Canada,MUC,FRA,2024-09-16,13:12,17:22,First,6.7,1859.36
United,YYZ,ORD,2024-09-14,09:32,07:27,First,9.09,4631.05
Air Canada,JFK,YYZ,2024-09-14,19:14,23:46,Economy,9.19,723.47
United,SFO,DFW,2024-09-17,21:36,21:24,Economy,9.13,714.47
United,ORD,SFO,2024-09-18,04:31,08:52,First,7.01,5358.99
Air Canada,MUC,DFW,2024-09-15,08:39,17:02,Economy,3.36,1134.81
Air Canada,ORD,ATL,2024-09-17,06:28,00:06,First,7.29,4272.61
Lufthansa,JFK,YYZ,2024-09-18,11:01,05:40,Economy,6.88,1685.59
Lufthansa,LAX,ATL,2024-09-12,21:51,13:44,Business,7.21,2289.22
American Airlines,FRA,LAX,2024-09-17,20:35,12:01,Economy,1.63,702.64
Air Canada,ORD,MUC,2024-09-16,13:28,00:01,Economy,2.45,1012.21
Lufthansa,JFK,DFW,2024-09-17,05:45,07:36,Business,10.01,1191.86
American Airlines,SFO,ORD,2024-09-12,16:17,17:15,Economy,5.71,109.95
American Airlines,ORD,YVR,2024-09-15,13:38,14:00,Business,11.89,1876.45
Delta,YYZ,ORD,2024-09-12,11:59,15:03,Business,6.76,3309.54
Lufthansa,YYZ,DFW,2024-09-12,02:57,09:22,First,11.97,1789.61
Delta,YVR,LAX,2024-09-15,09:35,13:57,Business,1.21,3699.93
American Airlines,DFW,SFO,2024-09-14,10:31,16:44,First,1.9,1113.98
Delta,YYZ,YVR,2024-09-17,15:21,14:47,Business,3.56,1411.05
Air Canada,ORD,FRA,2024-09-15,12:20,10:14,First,6.79,3666.62
Delta,ATL,LAX,2024-09-13,01:22,02:21,Business,2.86,1883.19
American Airlines,SFO,FRA,2024-09-15,19:45,02:50,Economy,3.99,1619.72
Delta,MUC,YYZ,2024-09-12,01:58,01:54,Economy,4.82,318.75
Air Canada,FRA,MUC,2024-09-12,00:22,08:03,Economy,8.19,1298.04
Delta,MUC,ATL,2024-09-17,17:44,09:07,First,3.13,1295.88
Lufthansa,YVR,MUC,2024-09-16,11:15,03:26,Business,11.69,1997.09
Air Canada,DFW,JFK,2024-09-17,06:17,03:53,First,6.55,1415.8
Delta,SFO,JFK,2024-09-17,20:26,00:34,First,8.02,5972.84
American Airlines,YVR,ATL,2024-09-12,11:15,20:06,Business,9.78,2238.48
American Airlines,FRA,SFO,2024-09-18,20:54,17:28,Business,11.03,2971.75
Air Canada,SFO,YVR,2024-09-18,14:40,06:50,Economy,4.78,1836.19
Lufthansa,DFW,MUC,2024-09-14,10:40,15:17,Economy,7.31,730.62
Air Canada,ORD,DFW,2024-09-18,16:22,18:42,First,3.76,3572.97
United,SFO,ATL,2024-09-13,22:41,18:29,First,4.99,4084.34
Delta,ORD,YYZ,2024-09-12,20:56,08:41,Business,6.44,2735.12
United,ATL,MUC,2024-09-16,10:58,11:01,Economy,10.65,1543.3
Delta,MUC,LAX,2024-09-14,15:16,00:06,Economy,9.84,692.01
Delta,SFO,DFW,2024-09-13,07:28,09:18,Business,5.38,364.13
United,DFW,YYZ,2024-09-12,23:48,12:18,Business,11.84,1758.48
American Airlines,YYZ,DFW,2024-09-17,21:17,05:50,First,4.27,3985.89
Air Canada,LAX,SFO,2024-09-18,20:15,03:29,First,1.23,2602.12
Air Canada,SFO,FRA,2024-09-15,14:04,15:38,Business,10.4,1623.18
Lufthansa,FRA,ATL,2024-09-18,06:22,23:45,Business,10.47,3674.58
United,ORD,YYZ,2024-09-12,21:18,19:29,Business,7.46,3113.65
United,LAX,YVR,2024-09-15,15:51,23:24,Business,10.9,1916.66
Lufthansa,YYZ,ORD,2024-09-17,20:09,05:17,Business,2.17,3272.08
Air Canada,DFW,YYZ,2024-09-13,11:49,01:59,Business,3.26,2711.07
American Airlines,MUC,ATL,2024-09-14,19:50,00:12,First,7.47,5551.49
American Airlines,LAX,ORD,2024-09-17,01:37,08:58,Business,4.27,3223.18
American Airlines,DFW,SFO,2024-09-13,12:01,22:06,Economy,4.2,1248.51
Air Canada,ATL,YVR,2024-09-13,04:25,05:48,Business,2.23,2539.91
United,FRA,ATL,2024-09-16,03:18,11:50,Business,3.48,273.67
United,LAX,SFO,2024-09-16,19:24,01:15,Business,1.36,1724.06
Delta,DFW,ORD,2024-09-14,13:45,15:09,Business,4.49,2976.72
United,JFK,YYZ,2024-09-16,02:03,21:18,Business,3.78,2046.21
Air Canada,SFO,JFK,2024-09-15,02:25,13:16,Economy,11.68,845.96
American Airlines,LAX,JFK,2024-09-12,02:20,06:14,Business,5.77,3394.71
Air Canada,JFK,ATL,2024-09-16,23:36,12:54,Business,5.9,453.41
United,YYZ,JFK,2024-09-18,18:39,16:45,First,3.82,971.07
American Airlines,MUC,SFO,2024-09-12,00:44,15:37,Business,8.1,590.62
United,FRA,ATL,2024-09-15,18:04,13:16,Business,7.05,1021.6
United,DFW,JFK,2024-09-14,23:44,17:05,Economy,11.72,714.52
Delta,LAX,ATL,2024-09-18,10:37,12:10,Business,5.85,2637.78
Air Canada,YVR,ORD,2024-09-15,18:07,15:40,First,1.36,2110.7
Lufthansa,MUC,ORD,2024-09-16,08:10,19:36,Economy,3.39,1786.93
United,JFK,FRA,2024-09-17,09:42,07:51,First,11.42,2468.27
Air Canada,FRA,LAX,2024-09-16,06:20,15:33,Business,9.09,1198.88
United,ORD,YYZ,2024-09-18,03:38,18:52,Economy,3.64,352.74
American Airlines,ORD,MUC,2024-09-12,02:15,07:01,First,7.72,2644.21
Delta,YYZ,FRA,2024-09-14,17:18,06:48,First,5.4,4841.07
Delta,LAX,YYZ,2024-09-12,06:20,10:54,Business,3.71,441.58
Air Canada,YVR,YYZ,2024-09-18,06:49,16:46,Economy,11.99,682.87
Lufthansa,YYZ,JFK,2024-09-13,17:50,11:00,Business,10.68,2772.27
Lufthansa,YYZ,SFO,2024-09-13,09:54,13:27,Economy,2.47,1815.13
Delta,SFO,JFK,2024-09-12,23:30,06:32,Economy,4.65,882.78
Lufthansa,YYZ,ORD,2024-09-18,01:24,05:42,Economy,3.33,1548.48
Air Canada,ORD,YVR,2024-09-18,14:18,13:39,Economy,3.37,1142.25
American Airlines,DFW,FRA,2024-09-12,14:57,01:31,First,2.21,3521.94
United,JFK,ORD,2024-09-15,21:19,15:57,Economy,4.06,1254.37
United,YYZ,MUC,2024-09-14,12:51,09:15,Economy,3.72,1936.71
Delta,YYZ,YVR,2024-09-16,11:18,10:42,Business,6.25,4307.07
Air Canada,YVR,ATL,2024-09-13,16:39,21:04,Economy,3.15,1934.27
United,DFW,JFK,2024-09-16,00:23,02:08,First,2.45,2283.56
United,MUC,DFW,2024-09-12,22:19,02:21,First,6.79,935.52
Lufthansa,JFK,DFW,2024-09-14,21:47,23:24,Economy,8.8,269.82
Air Canada,FRA,SFO,2024-09-17,15:40,20:45,First,5.13,2570.52
Air Canada,LAX,SFO,2024-09-14,21:17,09:46,Business,6.97,2464.61
Lufthansa,MUC,YVR,2024-09-14,02:05,21:27,First,2.39,1034.83
Lufthansa,SFO,ORD,2024-09-15,15:45,07:56,First,5.11,708.36
Air Canada,ATL,MUC,2024-09-13,04:00,00:20,Economy,4.14,982.11
American Airlines,SFO,ORD,2024-09-14,20:34,02:06,Economy,5.46,301.95
Delta,LAX,DFW,2024-09-15,04:48,06:44,Business,3.28,2666.48
Air Canada,SFO,ATL,2024-09-15,00:19,13:58,First,4.58,5081.45
Air Canada,DFW,JFK,2024-09-15,20:10,10:32,First,4.5,1517.73
United,LAX,SFO,2024-09-14,22:54,15:06,Business,7.09,1335.61
American Airlines,FRA,JFK,2024-09-17,13:00,05:40,Business,11.72,248.68
American Airlines,MUC,FRA,2024-09-12,21:04,17:06,First,8.01,2662.0
Delta,SFO,YVR,2024-09-16,03:13,14:32,First,5.36,2226.81
Delta,MUC,LAX,2024-09-18,04:26,07:13,Economy,11.35,2093.64
American Airlines,YVR,FRA,2024-09-15,03:41,18:53,Business,5.87,1685.38
United,YYZ,LAX,2024-09-17,06:28,21:50,First,5.33,1057.65
United,ATL,YVR,2024-09-12,18:54,00:08,First,3.09,5558.47
Delta,FRA,SFO,2024-09-13,02:28,13:30,First,4.8,3828.31
United,YVR,FRA,2024-09-13,02:08,14:35,First,6.88,1589.08
American Airlines,SFO,LAX,2024-09-17,02:57,09:47,First,2.42,5944.9
Delta,DFW,YYZ,2024-09-12,22:29,06:19,Business,7.63,3080.02
Delta,DFW,LAX,2024-09-18,18:51,13:21,Economy,8.43,896.25
American Airlines,LAX,JFK,2024-09-15,10:43,20:18,First,10.33,1577.73
Delta,YYZ,FRA,2024-09-18,13:24,08:23,First,8.96,4446.96
United,YVR,JFK,2024-09-12,02:52,08:49,First,6.58,799.63
Air Canada,SFO,DFW,2024-09-16,10:07,14:46,First,11.89,2877.46
Air Canada,MUC,DFW,2024-09-18,16:24,03:23,Economy,8.57,568.48
Air Canada,YVR,LAX,2024-09-17,18:50,10:40,Economy,4.11,1301.66
American Airlines,ORD,JFK,2024-09-18,00:54,21:17,Economy,6.11,101.03
United,ORD,DFW,2024-09-16,04:30,04:40,First,1.8,5983.72
Air Canada,YYZ,FRA,2024-09-17,20:08,02:50,Economy,9.43,1895.93
United,DFW,MUC,2024-09-12,13:56,21:08,Economy,6.07,1891.69
Lufthansa,SFO,ATL,2024-09-18,15:57,04:40,Economy,6.92,520.84
United,YYZ,LAX,2024-09-16,15:29,17:07,First,2.08,893.38
American Airlines,FRA,SFO,2024-09-14,19:30,11:06,Business,10.67,3168.98
Delta,ORD,SFO,2024-09-12,04:01,00:01,Business,4.44,401.21
Air Canada,JFK,MUC,2024-09-14,14:28,05:02,First,6.9,3014.34
Air Canada,LAX,MUC,2024-09-14,21:33,01:45,Economy,7.03,1818.75
United,ORD,JFK,2024-09-12,13:10,16:12,Economy,5.24,361.61
United,DFW,ATL,2024-09-14,23:17,11:48,Economy,3.9,373.16
